"quantile","target_end_date","location","target","truth","value","model","window_size"
0.25,2020-08-29,"54","1 wk ahead cum death",215,192.054046840658,"QNA3",4
0.25,2020-08-29,"09","1 wk ahead cum death",4465,4463.1826546315,"QNA3",4
0.25,2020-08-29,"28","1 wk ahead cum death",2427,2365.54192797048,"QNA3",4
0.25,2020-08-29,"53","1 wk ahead cum death",1899,1929.69037719805,"QNA3",4
0.25,2020-08-29,"37","1 wk ahead cum death",2683,2675.85983019696,"QNA3",4
0.25,2020-08-29,"56","1 wk ahead cum death",37,40.1538305929116,"QNA3",4
0.25,2020-08-29,"44","1 wk ahead cum death",1046,1034.30203077705,"QNA3",4
0.25,2020-08-29,"23","1 wk ahead cum death",132,132.669383032008,"QNA3",4
0.25,2020-08-29,"55","1 wk ahead cum death",1178,1120.0755814647,"QNA3",4
0.25,2020-08-29,"42","1 wk ahead cum death",7656,7645.50596377594,"QNA3",4
0.25,2020-08-29,"01","1 wk ahead cum death",2152,2098.0267952739,"QNA3",4
0.25,2020-08-29,"22","1 wk ahead cum death",4904,4881.06022244187,"QNA3",4
0.25,2020-08-29,"29","1 wk ahead cum death",1528,1516.03282905981,"QNA3",4
0.25,2020-08-29,"25","1 wk ahead cum death",9036,8984.95102028995,"QNA3",4
0.25,2020-08-29,"38","1 wk ahead cum death",141,143.443897170439,"QNA3",4
0.25,2020-08-29,"18","1 wk ahead cum death",3285,3304.19095275673,"QNA3",4
0.25,2020-08-29,"45","1 wk ahead cum death",2698,2662.52684142171,"QNA3",4
0.25,2020-08-29,"13","1 wk ahead cum death",5576,5492.03988225897,"QNA3",4
0.25,2020-08-29,"16","1 wk ahead cum death",358,334.857015103362,"QNA3",4
0.25,2020-08-29,"31","1 wk ahead cum death",392,388.326543550004,"QNA3",4
0.25,2020-08-29,"02","1 wk ahead cum death",37,33.5589940445578,"QNA3",4
0.25,2020-08-29,"20","1 wk ahead cum death",449,446.599088043783,"QNA3",4
0.25,2020-08-29,"46","1 wk ahead cum death",167,163.74421209031,"QNA3",4
0.25,2020-08-29,"26","1 wk ahead cum death",6712,6711.2454220625,"QNA3",4
0.25,2020-08-29,"19","1 wk ahead cum death",1100,1084.82952416697,"QNA3",4
0.25,2020-08-29,"35","1 wk ahead cum death",769,768.431338268768,"QNA3",4
0.25,2020-08-29,"24","1 wk ahead cum death",3746,3729.36430763014,"QNA3",4
0.25,2020-08-29,"21","1 wk ahead cum death",921,928.549186465861,"QNA3",4
0.25,2020-08-29,"US","1 wk ahead cum death",183021,182605.688934394,"QNA3",4
0.25,2020-08-29,"27","1 wk ahead cum death",1863,1854.63176501668,"QNA3",4
0.25,2020-08-29,"34","1 wk ahead cum death",15933,15968.504816321,"QNA3",4
0.25,2020-08-29,"30","1 wk ahead cum death",104,95.0064618320318,"QNA3",4
0.25,2020-08-29,"15","1 wk ahead cum death",62,50.6860900021573,"QNA3",4
0.25,2020-08-29,"33","1 wk ahead cum death",432,431.838365771903,"QNA3",4
0.25,2020-08-29,"05","1 wk ahead cum death",772,750.923439753584,"QNA3",4
0.25,2020-08-29,"36","1 wk ahead cum death",32891,32901.9678682359,"QNA3",4
0.25,2020-08-29,"32","1 wk ahead cum death",1302,1307.48011723437,"QNA3",4
0.25,2020-08-29,"04","1 wk ahead cum death",5007,4979.04286371658,"QNA3",4
0.3,2020-08-29,"08","1 wk ahead cum death",1942,1941.25269995871,"QNA3",4
0.3,2020-08-29,"40","1 wk ahead cum death",797,783.850828648014,"QNA3",4
0.3,2020-08-29,"06","1 wk ahead cum death",12894,13105.291351091,"QNA3",4
0.3,2020-08-29,"42","1 wk ahead cum death",7656,7647.81565422776,"QNA3",4
0.3,2020-08-29,"19","1 wk ahead cum death",1100,1086.38764071685,"QNA3",4
0.3,2020-08-29,"45","1 wk ahead cum death",2698,2665.58528973638,"QNA3",4
0.3,2020-08-29,"04","1 wk ahead cum death",5007,4985.06513899296,"QNA3",4
0.3,2020-08-29,"41","1 wk ahead cum death",454,440.896626492655,"QNA3",4
0.3,2020-08-29,"09","1 wk ahead cum death",4465,4464.40809304327,"QNA3",4
0.3,2020-08-29,"02","1 wk ahead cum death",37,34.0009583075915,"QNA3",4
0.3,2020-08-29,"44","1 wk ahead cum death",1046,1034.90045637409,"QNA3",4
0.3,2020-08-29,"53","1 wk ahead cum death",1899,1931.86103885299,"QNA3",4
0.3,2020-08-29,"48","1 wk ahead cum death",12987,12728.3592661043,"QNA3",4
0.3,2020-08-29,"26","1 wk ahead cum death",6712,6715.02324109122,"QNA3",4
0.3,2020-08-29,"50","1 wk ahead cum death",58,58.0126427225044,"QNA3",4
0.3,2020-08-29,"51","1 wk ahead cum death",2568,2514.438474615,"QNA3",4
0.3,2020-08-29,"01","1 wk ahead cum death",2152,2101.74195564609,"QNA3",4
0.3,2020-08-29,"54","1 wk ahead cum death",215,192.796276923718,"QNA3",4
0.3,2020-08-29,"49","1 wk ahead cum death",407,402.025850287044,"QNA3",4
0.3,2020-08-29,"38","1 wk ahead cum death",141,143.878940226699,"QNA3",4
0.3,2020-08-29,"46","1 wk ahead cum death",167,164.251657092276,"QNA3",4
0.3,2020-08-29,"17","1 wk ahead cum death",8217,8216.59985473178,"QNA3",4
0.3,2020-08-29,"37","1 wk ahead cum death",2683,2679.48778869514,"QNA3",4
0.3,2020-08-29,"20","1 wk ahead cum death",449,448.051475546277,"QNA3",4
0.3,2020-08-29,"56","1 wk ahead cum death",37,40.6511561281022,"QNA3",4
0.3,2020-08-29,"47","1 wk ahead cum death",1725,1716.82414888598,"QNA3",4
0.3,2020-08-29,"US","1 wk ahead cum death",183021,182688.229771363,"QNA3",4
0.3,2020-08-29,"10","1 wk ahead cum death",604,604.162348518819,"QNA3",4
0.3,2020-08-29,"55","1 wk ahead cum death",1178,1122.82342765944,"QNA3",4
0.3,2020-08-29,"05","1 wk ahead cum death",772,753.168440405842,"QNA3",4
0.3,2020-08-29,"31","1 wk ahead cum death",392,389.491020950355,"QNA3",4
0.3,2020-08-29,"18","1 wk ahead cum death",3285,3306.86801418577,"QNA3",4
0.3,2020-08-29,"28","1 wk ahead cum death",2427,2368.51125667074,"QNA3",4
0.3,2020-08-29,"13","1 wk ahead cum death",5576,5498.98665909573,"QNA3",4
0.3,2020-08-29,"16","1 wk ahead cum death",358,335.618868789983,"QNA3",4
0.3,2020-08-29,"15","1 wk ahead cum death",62,51.6246289569769,"QNA3",4
0.3,2020-08-29,"27","1 wk ahead cum death",1863,1856.71522115158,"QNA3",4
0.3,2020-08-29,"12","1 wk ahead cum death",11105,11086.8378395105,"QNA3",4
0.3,2020-08-29,"39","1 wk ahead cum death",4126,4101.51013117746,"QNA3",4
0.3,2020-08-29,"24","1 wk ahead cum death",3746,3732.0176717439,"QNA3",4
0.3,2020-08-29,"33","1 wk ahead cum death",432,432.394943069126,"QNA3",4
0.3,2020-08-29,"22","1 wk ahead cum death",4904,4886.3788354744,"QNA3",4
0.3,2020-08-29,"35","1 wk ahead cum death",769,769.30966835587,"QNA3",4
0.3,2020-08-29,"30","1 wk ahead cum death",104,95.054939214592,"QNA3",4
0.3,2020-08-29,"21","1 wk ahead cum death",921,930.60651182839,"QNA3",4
0.3,2020-08-29,"32","1 wk ahead cum death",1302,1310.68495315554,"QNA3",4
0.3,2020-08-29,"23","1 wk ahead cum death",132,132.739679450895,"QNA3",4
0.3,2020-08-29,"29","1 wk ahead cum death",1528,1519.2710760506,"QNA3",4
0.3,2020-08-29,"25","1 wk ahead cum death",9036,8990.35669222894,"QNA3",4
0.3,2020-08-29,"36","1 wk ahead cum death",32891,32904.987122136,"QNA3",4
0.3,2020-08-29,"34","1 wk ahead cum death",15933,15971.6335603149,"QNA3",4
0.35,2020-08-29,"47","1 wk ahead cum death",1725,1718.70729405243,"QNA3",4
0.35,2020-08-29,"56","1 wk ahead cum death",37,41.223676578202,"QNA3",4
0.35,2020-08-29,"41","1 wk ahead cum death",454,442.345368734342,"QNA3",4
0.35,2020-08-29,"42","1 wk ahead cum death",7656,7650.51115021876,"QNA3",4
0.35,2020-08-29,"40","1 wk ahead cum death",797,785.753226693168,"QNA3",4
0.35,2020-08-29,"02","1 wk ahead cum death",37,34.1216415459269,"QNA3",4
0.35,2020-08-29,"48","1 wk ahead cum death",12987,12753.8603211458,"QNA3",4
0.35,2020-08-29,"US","1 wk ahead cum death",183021,182790.772656877,"QNA3",4
0.35,2020-08-29,"55","1 wk ahead cum death",1178,1124.04470414872,"QNA3",4
0.35,2020-08-29,"45","1 wk ahead cum death",2698,2668.70814065647,"QNA3",4
0.35,2020-08-29,"16","1 wk ahead cum death",358,336.627285485728,"QNA3",4
0.35,2020-08-29,"04","1 wk ahead cum death",5007,4990.70386431932,"QNA3",4
0.35,2020-08-29,"49","1 wk ahead cum death",407,402.728499197353,"QNA3",4
0.35,2020-08-29,"44","1 wk ahead cum death",1046,1035.64862305939,"QNA3",4
0.35,2020-08-29,"31","1 wk ahead cum death",392,391.398668894064,"QNA3",4
0.35,2020-08-29,"23","1 wk ahead cum death",132,132.793560395158,"QNA3",4
0.35,2020-08-29,"33","1 wk ahead cum death",432,432.591761795583,"QNA3",4
0.35,2020-08-29,"01","1 wk ahead cum death",2152,2105.58194401993,"QNA3",4
0.35,2020-08-29,"30","1 wk ahead cum death",104,95.7829106258965,"QNA3",4
0.35,2020-08-29,"46","1 wk ahead cum death",167,164.710779424049,"QNA3",4
0.35,2020-08-29,"32","1 wk ahead cum death",1302,1313.13744555553,"QNA3",4
0.35,2020-08-29,"05","1 wk ahead cum death",772,757.160029494946,"QNA3",4
0.35,2020-08-29,"21","1 wk ahead cum death",921,933.890723813387,"QNA3",4
0.35,2020-08-29,"24","1 wk ahead cum death",3746,3734.52230541471,"QNA3",4
0.35,2020-08-29,"09","1 wk ahead cum death",4465,4465.43723126377,"QNA3",4
0.35,2020-08-29,"17","1 wk ahead cum death",8217,8219.7104504668,"QNA3",4
0.35,2020-08-29,"34","1 wk ahead cum death",15933,15974.232960467,"QNA3",4
0.35,2020-08-29,"08","1 wk ahead cum death",1942,1942.92764597693,"QNA3",4
0.35,2020-08-29,"51","1 wk ahead cum death",2568,2516.53793859589,"QNA3",4
0.35,2020-08-29,"26","1 wk ahead cum death",6712,6718.36219399363,"QNA3",4
0.35,2020-08-29,"12","1 wk ahead cum death",11105,11100.0379921907,"QNA3",4
0.35,2020-08-29,"50","1 wk ahead cum death",58,58.0127119482149,"QNA3",4
0.35,2020-08-29,"22","1 wk ahead cum death",4904,4890.67295077378,"QNA3",4
0.35,2020-08-29,"10","1 wk ahead cum death",604,605.393442715494,"QNA3",4
0.35,2020-08-29,"39","1 wk ahead cum death",4126,4105.49005629648,"QNA3",4
0.35,2020-08-29,"18","1 wk ahead cum death",3285,3309.63217555631,"QNA3",4
0.35,2020-08-29,"35","1 wk ahead cum death",769,771.331190975332,"QNA3",4
0.35,2020-08-29,"38","1 wk ahead cum death",141,145.097849735856,"QNA3",4
0.35,2020-08-29,"53","1 wk ahead cum death",1899,1934.35985372657,"QNA3",4
0.35,2020-08-29,"13","1 wk ahead cum death",5576,5506.78968307124,"QNA3",4
0.35,2020-08-29,"37","1 wk ahead cum death",2683,2683.38299362595,"QNA3",4
0.35,2020-08-29,"19","1 wk ahead cum death",1100,1088.07921257113,"QNA3",4
0.35,2020-08-29,"20","1 wk ahead cum death",449,449.115604287269,"QNA3",4
0.35,2020-08-29,"36","1 wk ahead cum death",32891,32908.5128826377,"QNA3",4
0.35,2020-08-29,"06","1 wk ahead cum death",12894,13124.8145692309,"QNA3",4
0.35,2020-08-29,"15","1 wk ahead cum death",62,52.9215578504841,"QNA3",4
0.35,2020-08-29,"25","1 wk ahead cum death",9036,8995.030778588,"QNA3",4
0.35,2020-08-29,"28","1 wk ahead cum death",2427,2370.14674625435,"QNA3",4
0.35,2020-08-29,"54","1 wk ahead cum death",215,193.774928975833,"QNA3",4
0.35,2020-08-29,"29","1 wk ahead cum death",1528,1522.33512208178,"QNA3",4
0.35,2020-08-29,"27","1 wk ahead cum death",1863,1859.36867047511,"QNA3",4
0.4,2020-08-29,"33","1 wk ahead cum death",432,432.769291168415,"QNA3",4
0.4,2020-08-29,"32","1 wk ahead cum death",1302,1315.73535506527,"QNA3",4
0.4,2020-08-29,"40","1 wk ahead cum death",797,787.165586254632,"QNA3",4
0.4,2020-08-29,"31","1 wk ahead cum death",392,392.73988338866,"QNA3",4
0.4,2020-08-29,"41","1 wk ahead cum death",454,443.808197744003,"QNA3",4
0.4,2020-08-29,"26","1 wk ahead cum death",6712,6721.86395736976,"QNA3",4
0.4,2020-08-29,"34","1 wk ahead cum death",15933,15978.0880395678,"QNA3",4
0.4,2020-08-29,"37","1 wk ahead cum death",2683,2686.75463615075,"QNA3",4
0.4,2020-08-29,"23","1 wk ahead cum death",132,133.427055101494,"QNA3",4
0.4,2020-08-29,"01","1 wk ahead cum death",2152,2110.23456328373,"QNA3",4
0.4,2020-08-29,"02","1 wk ahead cum death",37,34.516734856437,"QNA3",4
0.4,2020-08-29,"21","1 wk ahead cum death",921,939.730478449755,"QNA3",4
0.4,2020-08-29,"24","1 wk ahead cum death",3746,3738.9801241024,"QNA3",4
0.4,2020-08-29,"38","1 wk ahead cum death",141,145.47107598924,"QNA3",4
0.4,2020-08-29,"49","1 wk ahead cum death",407,403.029041153178,"QNA3",4
0.4,2020-08-29,"27","1 wk ahead cum death",1863,1860.89268600399,"QNA3",4
0.4,2020-08-29,"56","1 wk ahead cum death",37,41.653330736151,"QNA3",4
0.4,2020-08-29,"30","1 wk ahead cum death",104,95.8361367633134,"QNA3",4
0.4,2020-08-29,"08","1 wk ahead cum death",1942,1943.93971566166,"QNA3",4
0.4,2020-08-29,"44","1 wk ahead cum death",1046,1036.60993936871,"QNA3",4
0.4,2020-08-29,"47","1 wk ahead cum death",1725,1720.33374442874,"QNA3",4
0.4,2020-08-29,"22","1 wk ahead cum death",4904,4895.47692137784,"QNA3",4
0.4,2020-08-29,"25","1 wk ahead cum death",9036,9002.54008659475,"QNA3",4
0.4,2020-08-29,"50","1 wk ahead cum death",58,58.0158538200439,"QNA3",4
0.4,2020-08-29,"10","1 wk ahead cum death",604,606.570769270383,"QNA3",4
0.4,2020-08-29,"35","1 wk ahead cum death",769,773.77151810002,"QNA3",4
0.4,2020-08-29,"US","1 wk ahead cum death",183021,182913.212126931,"QNA3",4
0.4,2020-08-29,"15","1 wk ahead cum death",62,54.1716637977024,"QNA3",4
0.4,2020-08-29,"45","1 wk ahead cum death",2698,2671.09301037305,"QNA3",4
0.4,2020-08-29,"04","1 wk ahead cum death",5007,4996.99564158573,"QNA3",4
0.4,2020-08-29,"48","1 wk ahead cum death",12987,12774.9824974579,"QNA3",4
0.4,2020-08-29,"17","1 wk ahead cum death",8217,8223.61441696659,"QNA3",4
0.4,2020-08-29,"39","1 wk ahead cum death",4126,4109.90725515843,"QNA3",4
0.4,2020-08-29,"55","1 wk ahead cum death",1178,1128.3922035179,"QNA3",4
0.4,2020-08-29,"16","1 wk ahead cum death",358,337.513042997591,"QNA3",4
0.4,2020-08-29,"36","1 wk ahead cum death",32891,32912.6551922838,"QNA3",4
0.4,2020-08-29,"54","1 wk ahead cum death",215,194.97133955424,"QNA3",4
0.4,2020-08-29,"19","1 wk ahead cum death",1100,1089.84410352214,"QNA3",4
0.4,2020-08-29,"28","1 wk ahead cum death",2427,2372.51474450915,"QNA3",4
0.4,2020-08-29,"05","1 wk ahead cum death",772,764.111149449749,"QNA3",4
0.4,2020-08-29,"42","1 wk ahead cum death",7656,7652.95634588395,"QNA3",4
0.4,2020-08-29,"09","1 wk ahead cum death",4465,4466.39417537033,"QNA3",4
0.4,2020-08-29,"51","1 wk ahead cum death",2568,2518.8639200675,"QNA3",4
0.4,2020-08-29,"13","1 wk ahead cum death",5576,5514.8659638548,"QNA3",4
0.4,2020-08-29,"53","1 wk ahead cum death",1899,1936.10229754039,"QNA3",4
0.4,2020-08-29,"06","1 wk ahead cum death",12894,13144.0717771606,"QNA3",4
0.4,2020-08-29,"18","1 wk ahead cum death",3285,3312.30967977351,"QNA3",4
0.4,2020-08-29,"12","1 wk ahead cum death",11105,11126.3199307297,"QNA3",4
0.4,2020-08-29,"20","1 wk ahead cum death",449,450.82373917691,"QNA3",4
0.4,2020-08-29,"29","1 wk ahead cum death",1528,1525.44705270099,"QNA3",4
0.4,2020-08-29,"46","1 wk ahead cum death",167,165.17939206216,"QNA3",4
0.45,2020-08-29,"27","1 wk ahead cum death",1863,1862.77284270198,"QNA3",4
0.45,2020-08-29,"26","1 wk ahead cum death",6712,6724.84920937845,"QNA3",4
0.45,2020-08-29,"08","1 wk ahead cum death",1942,1944.83414754379,"QNA3",4
0.45,2020-08-29,"32","1 wk ahead cum death",1302,1318.50445639276,"QNA3",4
0.45,2020-08-29,"09","1 wk ahead cum death",4465,4467.25532704047,"QNA3",4
0.45,2020-08-29,"30","1 wk ahead cum death",104,96.292014308779,"QNA3",4
0.45,2020-08-29,"31","1 wk ahead cum death",392,394.030394660728,"QNA3",4
0.45,2020-08-29,"40","1 wk ahead cum death",797,788.590006615582,"QNA3",4
0.45,2020-08-29,"17","1 wk ahead cum death",8217,8226.84395013717,"QNA3",4
0.45,2020-08-29,"24","1 wk ahead cum death",3746,3742.07535311913,"QNA3",4
0.45,2020-08-29,"37","1 wk ahead cum death",2683,2690.16150991511,"QNA3",4
0.45,2020-08-29,"25","1 wk ahead cum death",9036,9006.58329535937,"QNA3",4
0.45,2020-08-29,"39","1 wk ahead cum death",4126,4113.91654545652,"QNA3",4
0.45,2020-08-29,"01","1 wk ahead cum death",2152,2114.49396271784,"QNA3",4
0.45,2020-08-29,"28","1 wk ahead cum death",2427,2374.12568824863,"QNA3",4
0.45,2020-08-29,"38","1 wk ahead cum death",141,145.76668814562,"QNA3",4
0.45,2020-08-29,"15","1 wk ahead cum death",62,55.2247226046832,"QNA3",4
0.45,2020-08-29,"21","1 wk ahead cum death",921,944.328702636217,"QNA3",4
0.45,2020-08-29,"18","1 wk ahead cum death",3285,3314.67475720033,"QNA3",4
0.45,2020-08-29,"34","1 wk ahead cum death",15933,15980.9205510153,"QNA3",4
0.45,2020-08-29,"13","1 wk ahead cum death",5576,5522.30416445894,"QNA3",4
0.45,2020-08-29,"48","1 wk ahead cum death",12987,12795.8851994572,"QNA3",4
0.45,2020-08-29,"33","1 wk ahead cum death",432,432.904484633557,"QNA3",4
0.45,2020-08-29,"23","1 wk ahead cum death",132,133.536615283631,"QNA3",4
0.45,2020-08-29,"29","1 wk ahead cum death",1528,1527.95774085371,"QNA3",4
0.45,2020-08-29,"36","1 wk ahead cum death",32891,32916.1308969505,"QNA3",4
0.45,2020-08-29,"42","1 wk ahead cum death",7656,7654.60492397657,"QNA3",4
0.45,2020-08-29,"10","1 wk ahead cum death",604,607.304473372665,"QNA3",4
0.45,2020-08-29,"35","1 wk ahead cum death",769,775.695620195586,"QNA3",4
0.45,2020-08-29,"05","1 wk ahead cum death",772,768.627170352389,"QNA3",4
0.45,2020-08-29,"41","1 wk ahead cum death",454,445.104545505636,"QNA3",4
0.45,2020-08-29,"49","1 wk ahead cum death",407,403.970950171723,"QNA3",4
0.45,2020-08-29,"04","1 wk ahead cum death",5007,5004.37162725294,"QNA3",4
0.45,2020-08-29,"53","1 wk ahead cum death",1899,1937.77775634169,"QNA3",4
0.45,2020-08-29,"06","1 wk ahead cum death",12894,13161.8775783917,"QNA3",4
0.45,2020-08-29,"56","1 wk ahead cum death",37,41.999134954631,"QNA3",4
0.45,2020-08-29,"02","1 wk ahead cum death",37,34.7231484323609,"QNA3",4
0.45,2020-08-29,"12","1 wk ahead cum death",11105,11147.9400735835,"QNA3",4
0.45,2020-08-29,"46","1 wk ahead cum death",167,165.250465990561,"QNA3",4
0.45,2020-08-29,"16","1 wk ahead cum death",358,338.446204404642,"QNA3",4
0.45,2020-08-29,"22","1 wk ahead cum death",4904,4900.12840380177,"QNA3",4
0.45,2020-08-29,"19","1 wk ahead cum death",1100,1091.09928863652,"QNA3",4
0.45,2020-08-29,"51","1 wk ahead cum death",2568,2521.43774966573,"QNA3",4
0.45,2020-08-29,"54","1 wk ahead cum death",215,196.472367123017,"QNA3",4
0.45,2020-08-29,"55","1 wk ahead cum death",1178,1131.20270583907,"QNA3",4
0.45,2020-08-29,"45","1 wk ahead cum death",2698,2673.42046729918,"QNA3",4
0.45,2020-08-29,"US","1 wk ahead cum death",183021,183011.908762068,"QNA3",4
0.45,2020-08-29,"47","1 wk ahead cum death",1725,1722.33622143637,"QNA3",4
0.45,2020-08-29,"20","1 wk ahead cum death",449,451.856935241569,"QNA3",4
0.45,2020-08-29,"44","1 wk ahead cum death",1046,1037.0071111132,"QNA3",4
0.45,2020-08-29,"50","1 wk ahead cum death",58,58.0345420159798,"QNA3",4
0.5,2020-08-29,"08","1 wk ahead cum death",1942,1945.50046212608,"QNA3",4
0.5,2020-08-29,"13","1 wk ahead cum death",5576,5527.86276135633,"QNA3",4
0.5,2020-08-29,"09","1 wk ahead cum death",4465,4467.82064510386,"QNA3",4
0.5,2020-08-29,"37","1 wk ahead cum death",2683,2693.05346622601,"QNA3",4
0.5,2020-08-29,"38","1 wk ahead cum death",141,146.357020285704,"QNA3",4
0.5,2020-08-29,"56","1 wk ahead cum death",37,42.1144422804398,"QNA3",4
0.5,2020-08-29,"24","1 wk ahead cum death",3746,3743.95155643549,"QNA3",4
0.5,2020-08-29,"10","1 wk ahead cum death",604,608.840707711037,"QNA3",4
0.5,2020-08-29,"18","1 wk ahead cum death",3285,3316.48440324782,"QNA3",4
0.5,2020-08-29,"15","1 wk ahead cum death",62,56.3036573678392,"QNA3",4
0.5,2020-08-29,"40","1 wk ahead cum death",797,789.962520065568,"QNA3",4
0.5,2020-08-29,"17","1 wk ahead cum death",8217,8229.77208947736,"QNA3",4
0.5,2020-08-29,"26","1 wk ahead cum death",6712,6727.53339540953,"QNA3",4
0.5,2020-08-29,"27","1 wk ahead cum death",1863,1864.42625276092,"QNA3",4
0.5,2020-08-29,"39","1 wk ahead cum death",4126,4117.29496327824,"QNA3",4
0.5,2020-08-29,"16","1 wk ahead cum death",358,339.328790483608,"QNA3",4
0.5,2020-08-29,"25","1 wk ahead cum death",9036,9010.18812514851,"QNA3",4
0.5,2020-08-29,"19","1 wk ahead cum death",1100,1092.74437909516,"QNA3",4
0.5,2020-08-29,"05","1 wk ahead cum death",772,772.086014734292,"QNA3",4
0.5,2020-08-29,"28","1 wk ahead cum death",2427,2375.40261069356,"QNA3",4
0.5,2020-08-29,"US","1 wk ahead cum death",183021,183104.41821654,"QNA3",4
0.5,2020-08-29,"31","1 wk ahead cum death",392,395.427955493445,"QNA3",4
0.5,2020-08-29,"04","1 wk ahead cum death",5007,5010.62612011266,"QNA3",4
0.5,2020-08-29,"53","1 wk ahead cum death",1899,1939.63373822939,"QNA3",4
0.5,2020-08-29,"48","1 wk ahead cum death",12987,12817.4962303905,"QNA3",4
0.5,2020-08-29,"30","1 wk ahead cum death",104,96.7336816118264,"QNA3",4
0.5,2020-08-29,"12","1 wk ahead cum death",11105,11169.6936927628,"QNA3",4
0.5,2020-08-29,"06","1 wk ahead cum death",12894,13178.5752470299,"QNA3",4
0.5,2020-08-29,"55","1 wk ahead cum death",1178,1132.93487043193,"QNA3",4
0.5,2020-08-29,"29","1 wk ahead cum death",1528,1530.33229378919,"QNA3",4
0.5,2020-08-29,"01","1 wk ahead cum death",2152,2118.10483574466,"QNA3",4
0.5,2020-08-29,"32","1 wk ahead cum death",1302,1320.44494064618,"QNA3",4
0.5,2020-08-29,"54","1 wk ahead cum death",215,197.078495887167,"QNA3",4
0.5,2020-08-29,"41","1 wk ahead cum death",454,446.324156162735,"QNA3",4
0.5,2020-08-29,"35","1 wk ahead cum death",769,776.704037114541,"QNA3",4
0.5,2020-08-29,"45","1 wk ahead cum death",2698,2676.16250165136,"QNA3",4
0.5,2020-08-29,"21","1 wk ahead cum death",921,947.370896058021,"QNA3",4
0.5,2020-08-29,"33","1 wk ahead cum death",432,433.347609702212,"QNA3",4
0.5,2020-08-29,"34","1 wk ahead cum death",15933,15983.6841860249,"QNA3",4
0.5,2020-08-29,"44","1 wk ahead cum death",1046,1037.75473007241,"QNA3",4
0.5,2020-08-29,"20","1 wk ahead cum death",449,453.196131102991,"QNA3",4
0.5,2020-08-29,"46","1 wk ahead cum death",167,165.924669926725,"QNA3",4
0.5,2020-08-29,"42","1 wk ahead cum death",7656,7655.94857564617,"QNA3",4
0.5,2020-08-29,"49","1 wk ahead cum death",407,404.347041530817,"QNA3",4
0.5,2020-08-29,"36","1 wk ahead cum death",32891,32919.4917250189,"QNA3",4
