"target_end_date","location","target","quantile","truth","value","model","window_size"
2020-11-21,"28","1 wk ahead inc case",0.25,9061,6111.92031911959,"EWA",4
2020-11-21,"28","1 wk ahead inc case",0.5,9061,7063.99236541886,"EWA",4
2020-11-21,"28","1 wk ahead inc case",0.75,9061,8032.48419635792,"EWA",4
2020-11-21,"28","1 wk ahead inc case",0.9,9061,9004.8402206905,"EWA",4
2020-11-21,"28","1 wk ahead inc case",0.975,9061,10282.5578282175,"EWA",4
2020-11-21,"29","1 wk ahead inc case",0.025,31451,21084.4647837675,"EWA",4
2020-11-21,"29","1 wk ahead inc case",0.1,31451,24849.8489912434,"EWA",4
2020-11-21,"29","1 wk ahead inc case",0.25,31451,28766.1791807058,"EWA",4
2020-11-21,"29","1 wk ahead inc case",0.5,31451,32920.7861926587,"EWA",4
2020-11-21,"29","1 wk ahead inc case",0.75,31451,37331.5288491343,"EWA",4
2020-11-21,"29","1 wk ahead inc case",0.9,31451,41752.7621613666,"EWA",4
2020-11-21,"29","1 wk ahead inc case",0.975,31451,47279.7767087113,"EWA",4
2020-11-21,"30","1 wk ahead inc case",0.025,8656,4834.97181350458,"EWA",4
2020-11-21,"30","1 wk ahead inc case",0.1,8656,5529.99544729537,"EWA",4
2020-11-21,"30","1 wk ahead inc case",0.25,8656,6218.62174290563,"EWA",4
2020-11-21,"30","1 wk ahead inc case",0.5,8656,6916.54410100679,"EWA",4
2020-11-21,"30","1 wk ahead inc case",0.75,8656,7616.65647967089,"EWA",4
2020-11-21,"30","1 wk ahead inc case",0.9,8656,8375.24000045471,"EWA",4
2020-11-21,"30","1 wk ahead inc case",0.975,8656,9375.48625902475,"EWA",4
2020-11-21,"31","1 wk ahead inc case",0.025,16195,11501.3335750452,"EWA",4
2020-11-21,"31","1 wk ahead inc case",0.1,16195,13385.3215306679,"EWA",4
2020-11-21,"31","1 wk ahead inc case",0.25,16195,14963.545498924,"EWA",4
2020-11-21,"31","1 wk ahead inc case",0.5,16195,16578.3905795601,"EWA",4
2020-11-21,"31","1 wk ahead inc case",0.75,16195,18237.0692608948,"EWA",4
2020-11-21,"31","1 wk ahead inc case",0.9,16195,20031.1475047413,"EWA",4
2020-11-21,"31","1 wk ahead inc case",0.975,16195,22391.2109328047,"EWA",4
2020-11-21,"32","1 wk ahead inc case",0.025,12727,6479.80131745331,"EWA",4
2020-11-21,"32","1 wk ahead inc case",0.1,12727,7644.32657217118,"EWA",4
2020-11-21,"32","1 wk ahead inc case",0.25,12727,8701.75991335208,"EWA",4
2020-11-21,"32","1 wk ahead inc case",0.5,12727,10175.5504259707,"EWA",4
2020-11-21,"32","1 wk ahead inc case",0.75,12727,11762.9605745937,"EWA",4
2020-11-21,"32","1 wk ahead inc case",0.9,12727,13141.4617461478,"EWA",4
2020-11-21,"32","1 wk ahead inc case",0.975,12727,15641.8667630192,"EWA",4
2020-11-21,"33","1 wk ahead inc case",0.025,2882,1576.75317243825,"EWA",4
2020-11-21,"33","1 wk ahead inc case",0.1,2882,1916.46456565045,"EWA",4
2020-11-21,"33","1 wk ahead inc case",0.25,2882,2226.19448983485,"EWA",4
2020-11-21,"33","1 wk ahead inc case",0.5,2882,2549.57962065921,"EWA",4
2020-11-21,"33","1 wk ahead inc case",0.75,2882,2871.34210928049,"EWA",4
2020-11-21,"33","1 wk ahead inc case",0.9,2882,3203.41857648241,"EWA",4
2020-11-21,"33","1 wk ahead inc case",0.975,2882,3619.16382768262,"EWA",4
2020-11-21,"34","1 wk ahead inc case",0.025,31734,17502.3730453938,"EWA",4
2020-11-21,"34","1 wk ahead inc case",0.1,31734,20666.2328619458,"EWA",4
2020-11-21,"34","1 wk ahead inc case",0.25,31734,23080.097665648,"EWA",4
2020-11-21,"34","1 wk ahead inc case",0.5,31734,25628.8043558383,"EWA",4
2020-11-21,"34","1 wk ahead inc case",0.75,31734,28115.1200389234,"EWA",4
2020-11-21,"34","1 wk ahead inc case",0.9,31734,30496.3701162371,"EWA",4
2020-11-21,"34","1 wk ahead inc case",0.975,31734,34349.9222870416,"EWA",4
2020-11-21,"35","1 wk ahead inc case",0.025,16269,6994.07366486752,"EWA",4
2020-11-21,"35","1 wk ahead inc case",0.1,16269,7961.3540342001,"EWA",4
2020-11-21,"35","1 wk ahead inc case",0.25,16269,8807.79330169592,"EWA",4
2020-11-21,"35","1 wk ahead inc case",0.5,16269,9865.58789298033,"EWA",4
2020-11-21,"35","1 wk ahead inc case",0.75,16269,11002.4499523413,"EWA",4
2020-11-21,"35","1 wk ahead inc case",0.9,16269,12129.3536541226,"EWA",4
2020-11-21,"35","1 wk ahead inc case",0.975,16269,13787.0403679346,"EWA",4
2020-11-21,"36","1 wk ahead inc case",0.025,35759,21342.0871514062,"EWA",4
2020-11-21,"36","1 wk ahead inc case",0.1,35759,25872.6837941814,"EWA",4
2020-11-21,"36","1 wk ahead inc case",0.25,35759,30168.0883405244,"EWA",4
